Data,Receitas Orçamentárias,Previsao Inicial,Previsao Atualizada (a),Receitas Realizadas no Bimestre (b),% (b/a),Receitas Realizadas até o Bimestre (c),% (c/a),SALDO (a-c),Bimestre,Ano,tempo
abril 2017,RECEITA TRIBUTÁRIA,"386.525.000,00","386.525.000,00","96.106.427,36","24,86","136.022.503,64","35,19","250.502.496,36",02,2017,2017-04-20
abril 2017,Impostos,"348.500.000,00","348.500.000,00","83.637.677,64","24,00","121.676.355,04","34,91","226.823.644,96",02,2017,2017-04-20
abril 2017,Taxas,"35.525.000,00","35.525.000,00","12.276.348,36","34,56","13.996.755,13","39,40","21.528.244,87",02,2017,2017-04-20
abril 2017,Contribuição de Melhoria,"2.500.000,00","2.500.000,00","192.401,36","7,70","349.393,47","13,98","2.150.606,53",02,2017,2017-04-20
abril 2017,RECEITA DE CONTRIBUIÇÕES,"18.041.000,00","18.041.000,00","2.748.973,36","15,24","5.466.100,67","30,30","12.574.899,33",02,2017,2017-04-20
abril 2017,Contribuições Sociais,"18.041.000,00","18.041.000,00","2.748.973,36","15,24","5.466.100,67","30,30","12.574.899,33",02,2017,2017-04-20
abril 2017,Contribuição de Intervenção no Domínio Econômico,,,,,,,,02,2017,2017-04-20
abril 2017,Contribuição para o Custeio do Serviço de Iluminação Pública,,,,,,,,02,2017,2017-04-20
abril 2017,RECEITA PATRIMONIAL,"39.692.000,00","39.692.000,00","5.051.860,76","12,73","10.766.550,11","27,13","28.925.449,89",02,2017,2017-04-20
abril 2017,Receitas Imobiliárias,"1.714.360,00","1.714.360,00","452.697,39","26,41","825.314,09","48,14","889.045,91",02,2017,2017-04-20
abril 2017,Receitas de Valores Mobiliários,"37.977.640,00","37.977.640,00","4.551.693,90","11,99","9.875.601,99","26,00","28.102.038,01",02,2017,2017-04-20
abril 2017,Receita de Concessões e Permissões,,,"47.469,47",,"65.634,03",,"-65.634,03",02,2017,2017-04-20
abril 2017,Compensações Financeiras,,,,,,,,02,2017,2017-04-20
abril 2017,"Receita Decorrente do Direito de Exploração de Bens Públicos em Áreas de
Domínio Público",,,,,,,,02,2017,2017-04-20
abril 2017,Receita da Cessão de Direitos,,,,,,,,02,2017,2017-04-20
abril 2017,Outras Receitas Patrimoniais,,,,,,,,02,2017,2017-04-20
abril 2017,RECEITA AGROPECUÁRIA,"0,00","0,00","0,00",,"0,00","0,00","0,00",02,2017,2017-04-20
abril 2017,Receita da Produção Vegetal,,,,,,,,02,2017,2017-04-20
abril 2017,Receita da Produção Animal e Derivados,,,,,,,,02,2017,2017-04-20
abril 2017,Outras Receitas Agropecuárias,,,,,,,,02,2017,2017-04-20
abril 2017,RECEITA INDUSTRIAL,"0,00","0,00","0,00",,"0,00","0,00","0,00",02,2017,2017-04-20
abril 2017,Receita da Indústria Extrativa Mineral,,,,,,,,02,2017,2017-04-20
abril 2017,Receita da Indústria de Transformação,,,,,,,,02,2017,2017-04-20
abril 2017,Receita da Indústria de Construção,,,,,,,,02,2017,2017-04-20
abril 2017,Outras Receitas Industriais,,,,,,,,02,2017,2017-04-20
abril 2017,RECEITA DE SERVIÇOS,"223.113.874,00","223.113.874,00","36.464.555,46","16,34","70.242.920,08","31,48","152.870.953,92",02,2017,2017-04-20
abril 2017,TRANSFERÊNCIAS CORRENTES,"767.500.200,00","767.500.200,00","120.560.383,66","15,71","258.677.384,81","33,70","508.822.815,19",02,2017,2017-04-20
abril 2017,Transferências Intergovernamentais,"747.289.200,00","747.289.200,00","116.650.519,83","15,61","253.342.737,89","33,90","493.946.462,11",02,2017,2017-04-20
abril 2017,Transferências de Instituições Privadas,,,,,,,,02,2017,2017-04-20
abril 2017,Transferências do Exterior,,,,,,,,02,2017,2017-04-20
abril 2017,Transferências de Pessoas,,,,,,,,02,2017,2017-04-20
abril 2017,Transferências de Convênios,"20.211.000,00","20.211.000,00","3.909.863,83","19,35","5.334.646,92","26,39","14.876.353,08",02,2017,2017-04-20
abril 2017,Transferências para o Combate à Fome,,,,,,,,02,2017,2017-04-20
abril 2017,OUTRAS RECEITAS CORRENTES,"77.680.670,00","77.680.670,00","23.872.579,50","30,73","33.860.722,53","43,59","43.819.947,47",02,2017,2017-04-20
abril 2017,Multas e Juros de Mora,"19.519.300,00","19.519.300,00","2.995.111,68","15,34","5.474.407,72","28,05","14.044.892,28",02,2017,2017-04-20
abril 2017,Indenizações e Restituições,"2.211.000,00","2.211.000,00","944.176,33","42,70","1.748.513,86","79,08","462.486,14",02,2017,2017-04-20
abril 2017,Receita da Dívida Ativa,"47.803.750,00","47.803.750,00","5.335.527,37","11,16","10.730.686,07","22,45","37.073.063,93",02,2017,2017-04-20
abril 2017,"Receitas Decorrentes de Aportes Periódicos para Amortização de Déficit Atuarial
do RPPS",,,,,,,,02,2017,2017-04-20
abril 2017,Receitas Correntes Diversas,"8.146.620,00","8.146.620,00","14.597.764,12","179,19","15.907.114,88","195,26","-7.760.494,88",02,2017,2017-04-20
abril 2017,RECEITAS DE CAPITAL,"44.739.035,00","44.739.035,00","1.407.612,94","3,15","5.686.801,54","12,71","39.052.233,46",02,2017,2017-04-20
abril 2017,OPERAÇÕES DE CRÉDITO,"23.200.000,00","23.200.000,00","0,00","0,00","3.765.929,85","16,23","19.434.070,15",02,2017,2017-04-20
abril 2017,Operações de Crédito Internas,"23.200.000,00","23.200.000,00",,"0,00","3.765.929,85","16,23","19.434.070,15",02,2017,2017-04-20
abril 2017,Operações de Crédito Externas,,,,,,,,02,2017,2017-04-20
abril 2017,ALIENAÇÃO DE BENS,"545.156,00","545.156,00","0,00","0,00","0,00","0,00","545.156,00",02,2017,2017-04-20
abril 2017,Alienação de Bens Móveis,"545.156,00","545.156,00",,"0,00",,,"545.156,00",02,2017,2017-04-20
abril 2017,Alienação de Bens Imóveis,,,,,,,,02,2017,2017-04-20
abril 2017,AMORTIZAÇÕES DE EMPRÉSTIMOS,,,,,,,,02,2017,2017-04-20
abril 2017,TRANSFERÊNCIAS DE CAPITAL,"20.490.116,00","20.490.116,00","1.407.612,94","6,87","1.920.871,69","9,37","18.569.244,31",02,2017,2017-04-20
abril 2017,Transferências Intergovernamentais,"1.400.000,00","1.400.000,00","15.106,11","1,08","48.429,46","3,46","1.351.570,54",02,2017,2017-04-20
abril 2017,Transferências de Instituições Privadas,,,,,,,,02,2017,2017-04-20
abril 2017,Transferências do Exterior,,,,,,,,02,2017,2017-04-20
abril 2017,Transferências de Pessoas,,,,,,,,02,2017,2017-04-20
abril 2017,Transferências de Outras Instituições Públicas,,,,,,,,02,2017,2017-04-20
abril 2017,Transferências de Convênios,"19.090.116,00","19.090.116,00","1.392.506,83","7,29","1.872.442,23","9,81","17.217.673,77",02,2017,2017-04-20
abril 2017,Transferências para o Combate à Fome,,,,,,,,02,2017,2017-04-20
abril 2017,OUTRAS RECEITAS DE CAPITAL,"503.763,00","503.763,00","0,00","0,00","0,00","0,00","503.763,00",02,2017,2017-04-20
abril 2017,Integralização do Capital Social,,,,,,,,02,2017,2017-04-20
abril 2017,Dív. Atv. Prov. da Amortiz. de Emp. e Financ.,,,,,,,,02,2017,2017-04-20
abril 2017,Receita Auferida por Detentores de Títulos do Tesouro Nacional Resgatados,,,,,,,,02,2017,2017-04-20
abril 2017,"Receitas de Alienação de Certificados de Potencial Adicional de Construção -
CEPAC",,,,,,,,02,2017,2017-04-20
abril 2017,Outras Receitas de Capital,"503.763,00","503.763,00",,"0,00",,,"503.763,00",02,2017,2017-04-20
abril 2017,RECEITAS (INTRA-ORÇAMENTÁRIAS) (II),"36.082.000,00","36.082.000,00","5.585.923,25","15,48","10.950.067,69","30,35","25.131.932,31",02,2017,2017-04-20
abril 2017,SUBTOTAL DAS RECEITAS (III) = (I + II),"1.593.373.779,00","1.593.373.779,00","291.798.316,29","18,31","531.673.051,07","33,37","1.061.700.727,93",02,2017,2017-04-20
abril 2017,OPERAÇÕES DE CRÉDITO/REFINANCIAMENTO (IV),"0,00","0,00","0,00",,"0,00",,"0,00",02,2017,2017-04-20
abril 2017,Operações de Crédito Internas,"0,00","0,00","0,00",,"0,00",,"0,00",02,2017,2017-04-20
abril 2017,Mobiliária,,,,,,,,02,2017,2017-04-20
abril 2017,Contratual,,,,,,,,02,2017,2017-04-20
abril 2017,Operações de Crédito Externas,"0,00","0,00","0,00",,"0,00",,"0,00",02,2017,2017-04-20
abril 2017,Mobiliária,,,,,,,,02,2017,2017-04-20
abril 2017,Contratual,,,,,,,,02,2017,2017-04-20
abril 2017,SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV),"1.593.373.779,00","1.593.373.779,00","291.798.316,29","18,31","531.673.051,07","33,37","1.061.700.727,93",02,2017,2017-04-20
abril 2017,DÉFICIT (VI),,,,,,,,02,2017,2017-04-20
abril 2017,TOTAL (VII) = (V + VI),"1.593.373.779,00","1.593.373.779,00","291.798.316,29","18,31","531.673.051,07","33,37","1.061.700.727,93",02,2017,2017-04-20
abril 2017,SALDOS DE EXERCÍCIOS ANTERIORES,"0,00","0,00",,,"0,00",,,02,2017,2017-04-20
abril 2017,Recursos Arrecadados em Exercícios Anteriores - RPPS,,,,,,,,02,2017,2017-04-20
abril 2017,Superávit Financeiro Utilizado para Créditos Adicionais,,,,,,,,02,2017,2017-04-20
abril 2017,Reabertura de Créditos Adicionais,,,,,,,,02,2017,2017-04-20
fevereiro 2017,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),"1.557.291.779,00","1.557.291.779,00","269.538.557,86","17,31","234.510.590,34","15,06","1.322.781.188,66",01,2017,2017-02-20
fevereiro 2017,RECEITAS CORRENTES,"1.512.552.744,00","1.512.552.744,00","260.590.750,86","17,23","230.231.401,74","15,22","1.282.321.342,26",01,2017,2017-02-20
fevereiro 2017,RECEITA TRIBUTÁRIA,"386.525.000,00","386.525.000,00","35.367.037,50","9,15","39.916.076,28","10,33","346.608.923,72",01,2017,2017-02-20
fevereiro 2017,Impostos,"348.500.000,00","348.500.000,00","31.887.750,00","9,15","38.038.677,40","10,91","310.461.322,60",01,2017,2017-02-20
fevereiro 2017,Taxas,"35.525.000,00","35.525.000,00","3.250.537,50","9,15","1.720.406,77","4,84","33.804.593,23",01,2017,2017-02-20
fevereiro 2017,Contribuição de Melhoria,"2.500.000,00","2.500.000,00","228.750,00","9,15","156.992,11","6,28","2.343.007,89",01,2017,2017-02-20
fevereiro 2017,RECEITA DE CONTRIBUIÇÕES,"18.041.000,00","18.041.000,00","3.608.200,00","20,00","2.717.127,31","15,06","15.323.872,69",01,2017,2017-02-20
fevereiro 2017,Contribuições Sociais,"18.041.000,00","18.041.000,00","3.608.200,00","20,00","2.717.127,31","15,06","15.323.872,69",01,2017,2017-02-20
fevereiro 2017,Contribuição de Intervenção no Domínio Econômico,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Contribuição para o Custeio do Serviço de Iluminação Pública,,,,,,,,01,2017,2017-02-20
fevereiro 2017,RECEITA PATRIMONIAL,"39.692.000,00","39.692.000,00","7.956.564,56","20,05","5.714.689,35","14,40","33.977.310,65",01,2017,2017-02-20
fevereiro 2017,Receitas Imobiliárias,"1.714.360,00","1.714.360,00","342.872,00","20,00","372.616,70","21,74","1.341.743,30",01,2017,2017-02-20
fevereiro 2017,Receitas de Valores Mobiliários,"37.977.640,00","37.977.640,00","7.595.528,00","20,00","5.323.908,09","14,02","32.653.731,91",01,2017,2017-02-20
fevereiro 2017,Receita de Concessões e Permissões,"0,00","0,00","18.164,56",,"18.164,56",,"-18.164,56",01,2017,2017-02-20
fevereiro 2017,Compensações Financeiras,,,,,,,,01,2017,2017-02-20
fevereiro 2017,"Receita Decorrente do Direito de Exploração de Bens Públicos em Áreas de
Domínio Público",,,,,,,,01,2017,2017-02-20
fevereiro 2017,Receita da Cessão de Direitos,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Outras Receitas Patrimoniais,,,,,,,,01,2017,2017-02-20
fevereiro 2017,RECEITA AGROPECUÁRIA,"0,00","0,00","0,00",,"0,00",,,01,2017,2017-02-20
fevereiro 2017,Receita da Produção Vegetal,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Receita da Produção Animal e Derivados,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Outras Receitas Agropecuárias,,,,,,,,01,2017,2017-02-20
fevereiro 2017,RECEITA INDUSTRIAL,"0,00","0,00","0,00",,"0,00",,,01,2017,2017-02-20
fevereiro 2017,Receita da Indústria Extrativa Mineral,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Receita da Indústria de Transformação,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Receita da Indústria de Construção,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Outras Receitas Industriais,,,,,,,,01,2017,2017-02-20
fevereiro 2017,RECEITA DE SERVIÇOS,"223.113.874,00","223.113.874,00","44.622.774,80","20,00","33.778.364,62","15,14","189.335.509,38",01,2017,2017-02-20
fevereiro 2017,TRANSFERÊNCIAS CORRENTES,"767.500.200,00","767.500.200,00","153.500.040,00","20,00","138.117.001,15","18,00","629.383.198,85",01,2017,2017-02-20
fevereiro 2017,Transferências Intergovernamentais,"747.289.200,00","747.289.200,00","149.457.840,00","20,00","136.692.218,06","18,29","610.596.981,94",01,2017,2017-02-20
fevereiro 2017,Transferências de Instituições Privadas,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Transferências do Exterior,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Transferências de Pessoas,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Transferências de Convênios,"20.211.000,00","20.211.000,00","4.042.200,00","20,00","1.424.783,09","7,05","18.786.216,91",01,2017,2017-02-20
fevereiro 2017,Transferências para o Combate à Fome,,,,,,,,01,2017,2017-02-20
fevereiro 2017,OUTRAS RECEITAS CORRENTES,"77.680.670,00","77.680.670,00","15.536.134,00","20,00","9.988.143,03","12,86","67.692.526,97",01,2017,2017-02-20
fevereiro 2017,Multas e Juros de Mora,"19.519.300,00","19.519.300,00","3.903.860,00","20,00","2.479.296,04","12,70","17.040.003,96",01,2017,2017-02-20
fevereiro 2017,Indenizações e Restituições,"2.211.000,00","2.211.000,00","442.200,00","20,00","804.337,53","36,38","1.406.662,47",01,2017,2017-02-20
fevereiro 2017,Receita da Dívida Ativa,"47.803.750,00","47.803.750,00","9.560.750,00","20,00","5.395.158,70","11,29","42.408.591,30",01,2017,2017-02-20
fevereiro 2017,"Receitas Decorrentes de Aportes Periódicos para Amortização de Déficit Atuarial
do RPPS",,,,,,,,01,2017,2017-02-20
fevereiro 2017,Receitas Correntes Diversas,"8.146.620,00","8.146.620,00","1.629.324,00","20,00","1.309.350,76","16,07","6.837.269,24",01,2017,2017-02-20
fevereiro 2017,RECEITAS DE CAPITAL,"44.739.035,00","44.739.035,00","8.947.807,00","20,00","4.279.188,60","9,56","40.459.846,40",01,2017,2017-02-20
fevereiro 2017,OPERAÇÕES DE CRÉDITO,"23.200.000,00","23.200.000,00","4.640.000,00","20,00","3.765.929,85","16,23","19.434.070,15",01,2017,2017-02-20
fevereiro 2017,Operações de Crédito Internas,"23.200.000,00","23.200.000,00","4.640.000,00","20,00","3.765.929,85","16,23","19.434.070,15",01,2017,2017-02-20
fevereiro 2017,Operações de Crédito Externas,,,,,,,,01,2017,2017-02-20
fevereiro 2017,ALIENAÇÃO DE BENS,"545.156,00","545.156,00","109.031,20","20,00","0,00","0,00","545.156,00",01,2017,2017-02-20
fevereiro 2017,Alienação de Bens Móveis,"545.156,00","545.156,00","109.031,20","20,00",,"0,00","545.156,00",01,2017,2017-02-20
fevereiro 2017,Alienação de Bens Imóveis,,,,,,,,01,2017,2017-02-20
fevereiro 2017,AMORTIZAÇÕES DE EMPRÉSTIMOS,,,,,,,,01,2017,2017-02-20
fevereiro 2017,TRANSFERÊNCIAS DE CAPITAL,"20.490.116,00","20.490.116,00","4.098.023,20","20,00","513.258,75","2,50","19.976.857,25",01,2017,2017-02-20
fevereiro 2017,Transferências Intergovernamentais,"1.400.000,00","1.400.000,00","280.000,00","20,00","33.323,35","2,38","1.366.676,65",01,2017,2017-02-20
fevereiro 2017,Transferências de Instituições Privadas,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Transferências do Exterior,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Transferências de Pessoas,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Transferências de Outras Instituições Públicas,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Transferências de Convênios,"19.090.116,00","19.090.116,00","3.818.023,20","20,00","479.935,40","2,51","18.610.180,60",01,2017,2017-02-20
fevereiro 2017,Transferências para o Combate à Fome,,,,,,,,01,2017,2017-02-20
fevereiro 2017,OUTRAS RECEITAS DE CAPITAL,"503.763,00","503.763,00","100.752,60","20,00","0,00","0,00","503.763,00",01,2017,2017-02-20
fevereiro 2017,Integralização do Capital Social,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Dív. Atv. Prov. da Amortiz. de Emp. e Financ.,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Receita Auferida por Detentores de Títulos do Tesouro Nacional Resgatados,,,,,,,,01,2017,2017-02-20
fevereiro 2017,"Receitas de Alienação de Certificados de Potencial Adicional de Construção -
CEPAC",,,,,,,,01,2017,2017-02-20
fevereiro 2017,Outras Receitas de Capital,"503.763,00","503.763,00","100.752,60","20,00","0,00","0,00","503.763,00",01,2017,2017-02-20
fevereiro 2017,RECEITAS (INTRA-ORÇAMENTÁRIAS) (II),"36.082.000,00","36.082.000,00","7.216.400,00","20,00","5.364.144,44","14,87","30.717.855,56",01,2017,2017-02-20
fevereiro 2017,SUBTOTAL DAS RECEITAS (III) = (I + II),"1.593.373.779,00","1.593.373.779,00","276.754.957,86","17,37","239.874.734,78","15,05","1.353.499.044,22",01,2017,2017-02-20
fevereiro 2017,OPERAÇÕES DE CRÉDITO/REFINANCIAMENTO (IV),"0,00","0,00","0,00",,"0,00",,,01,2017,2017-02-20
fevereiro 2017,Operações de Crédito Internas,"0,00","0,00","0,00","0,00","0,00",,,01,2017,2017-02-20
fevereiro 2017,Mobiliária,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Contratual,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Operações de Crédito Externas,"0,00","0,00","0,00","0,00","0,00",,,01,2017,2017-02-20
fevereiro 2017,Mobiliária,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Contratual,,,,,,,,01,2017,2017-02-20
fevereiro 2017,SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV),"1.593.373.779,00","1.593.373.779,00","276.754.957,86","17,37","239.874.734,78","15,05","1.353.499.044,22",01,2017,2017-02-20
fevereiro 2017,DÉFICIT (VI),,,,,,,,01,2017,2017-02-20
fevereiro 2017,TOTAL (VII) = (V + VI),"1.593.373.779,00","1.593.373.779,00","276.754.957,86","17,37","239.874.734,78","15,05","1.353.499.044,22",01,2017,2017-02-20
fevereiro 2017,SALDOS DE EXERCÍCIOS ANTERIORES,"0,00","0,00",,,"0,00",,,01,2017,2017-02-20
fevereiro 2017,Recursos Arrecadados em Exercícios Anteriores - RPPS,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Superávit Financeiro Utilizado para Créditos Adicionais,,,,,,,,01,2017,2017-02-20
fevereiro 2017,Reabertura de Créditos Adicionais,,,,,,,,01,2017,2017-02-20
dezembro 2018,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),"1.657.129.100,00","1.657.129.100,00","263.909.372,13","15,93","1.546.057.273,01","93,30","111.071.826,99",06,2018,2018-12-20
dezembro 2018,RECEITAS CORRENTES,"1.607.270.770,00","1.607.270.770,00","250.344.140,82","15,58","1.512.419.106,09","94,10","94.851.663,91",06,2018,2018-12-20
dezembro 2018,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","470.280.000,00","470.280.000,00","72.541.609,00","15,43","427.867.245,72","90,98","42.412.754,28",06,2018,2018-12-20
dezembro 2018,Impostos,"417.950.000,00","417.950.000,00","66.908.414,08","16,01","388.323.248,04","92,91","29.626.751,96",06,2018,2018-12-20
dezembro 2018,Taxas,"50.130.000,00","50.130.000,00","5.572.449,12","11,12","38.881.167,21","77,56","11.248.832,79",06,2018,2018-12-20
dezembro 2018,Contribuição de Melhoria,"2.200.000,00","2.200.000,00","60.745,80","2,76","662.830,47","30,13","1.537.169,53",06,2018,2018-12-20
dezembro 2018,CONTRIBUIÇÕES,"17.981.000,00","17.981.000,00","4.146.920,44","23,06","18.036.938,40","100,31","-55.938,40",06,2018,2018-12-20
dezembro 2018,Contribuições Sociais,"17.981.000,00","17.981.000,00","4.146.920,44","23,06","18.036.938,40","100,31","-55.938,40",06,2018,2018-12-20
dezembro 2018,Contribuições Econômicas,,,,,,,,06,2018,2018-12-20
dezembro 2018,"Contribuições para Entidades Privadas de Serviço Social e de Formação
Profissional",,,,,,,,06,2018,2018-12-20
dezembro 2018,Contribuição para o Custeio do Serviço de Iluminação Pública,,,,,,,,06,2018,2018-12-20
dezembro 2018,RECEITA PATRIMONIAL,"37.636.960,00","37.636.960,00","2.796.611,45","7,43","14.608.281,79","38,81","23.028.678,21",06,2018,2018-12-20
dezembro 2018,Exploração do Patrimônio Imobiliário do Estado,"1.615.360,00","1.615.360,00","430.803,56","26,67","2.988.557,09","185,01","-1.373.197,09",06,2018,2018-12-20
dezembro 2018,Valores Mobiliários,"36.021.600,00","36.021.600,00","2.365.807,89","6,57","11.619.724,70","32,26","24.401.875,30",06,2018,2018-12-20
dezembro 2018,"Delegação de Serviços Públicos Mediante Concessão, Permissão, Autorização
ou Licença",,,,,,,,06,2018,2018-12-20
dezembro 2018,Exploração de Recursos Naturais,,,,,,,,06,2018,2018-12-20
dezembro 2018,Exploração do Patrimônio Intangível,,,,,,,,06,2018,2018-12-20
dezembro 2018,Cessão de Direitos,,,,,,,,06,2018,2018-12-20
dezembro 2018,Demais Receitas Patrimoniais,,,,,,,,06,2018,2018-12-20
dezembro 2018,RECEITA AGROPECUÁRIA,,,,,,,"0,00",06,2018,2018-12-20
dezembro 2018,RECEITA INDUSTRIAL,,,,,,,"0,00",06,2018,2018-12-20
dezembro 2018,RECEITA DE SERVIÇOS,"236.583.710,00","236.583.710,00","40.222.034,91","17,00","238.888.203,99","100,97","-2.304.493,99",06,2018,2018-12-20
